step,episode,A,phi,n,reward
233,30,9.986522197723389,0.9523253074948848,3,0.07570214388307472
234,30,9.987494051456451,0.9090409087353946,3,0.07510883730599849
235,30,9.95222419500351,1.3111616505388946,3,0.07790035705503251
236,30,9.981462061405182,1.269035976523617,3,0.07840377399451404
237,30,9.94449332356453,1.0087060297652812,3,0.07539981137746499
238,30,9.958332926034927,1.596744231679103,3,0.07858960160350525
239,30,9.959890395402908,1.3981944622653992,3,0.07839387260009856
240,30,9.974363297224045,1.291706759455392,3,0.07834521394892935
241,31,9.98826652765274,0.8972394432733298,3,0.07494941773260355
242,31,9.974249005317688,0.9532218773195923,3,0.07541539846468415
243,31,9.974561929702759,1.2134482728847236,3,0.0779174400363718
244,31,9.989429265260696,1.1388537758211672,3,0.07774942069071811
245,31,9.98928502202034,1.2415600811708272,3,0.07844478480604677
246,31,9.98471975326538,1.139247382707453,3,0.07763757832122775
247,31,9.953440427780151,1.024778935133654,3,0.07579240263739995
248,31,9.93820309638977,0.8552474682669998,3,0.07307458319565385
249,32,9.988385140895844,1.226132264157951,3,0.07833278054325343
250,32,9.99331146478653,0.8363657601896436,3,0.07406075301341408
251,32,9.968887567520142,1.0300870104930908,3,0.07622033844326004
252,32,9.986412078142166,1.1401473230954111,3,0.07768612688495113
253,32,9.988210052251816,0.8975418576983304,3,0.07495265559866482
254,32,9.984189718961716,1.173043833169511,3,0.07787984841140005
255,32,9.985772520303726,1.1258480830110045,3,0.07755210513294108
256,32,9.985422194004059,1.234603425874731,3,0.07831085371428625
257,33,9.991003274917603,0.9708347555865438,3,0.07605394450636904
258,33,9.978622198104858,1.02993458613275,3,0.07645428721765457
259,33,9.978848099708557,1.0488655418842703,3,0.07666112210165177
260,33,9.986145496368408,1.1159734562073023,3,0.07747590519305425
261,33,9.958910048007965,0.9505527657320023,3,0.07501142934340987
262,33,9.983823448419571,1.1984149990257025,3,0.0780464366202549
263,33,9.965449422597885,1.3910018675417484,3,0.07850594162021296
264,33,9.981925338506699,1.2231897624400199,3,0.07815709393076631
265,34,9.994733780622482,1.208062112809977,3,0.07837610319115407
266,34,9.984530508518219,1.3778272720620186,3,0.07892622958643614
267,34,9.994522482156754,1.2487466837820322,3,0.0786131667926997
268,34,9.98772457242012,0.8986187526569546,3,0.07495720803834716
269,34,9.9788399040699,1.2274243134040834,3,0.07810778123065254
270,34,9.989237487316132,1.1618829619786084,3,0.07792111825221748
271,34,9.983151704072952,1.244834770622474,3,0.07831339220127842
272,34,9.976995140314102,1.3834313952269823,3,0.0787607875821672
273,35,9.98418241739273,1.4046206283565255,3,0.07899623872641426
274,35,9.983717501163483,1.337795841346559,3,0.07876990541299578
275,35,9.985110461711884,0.9266019177789867,3,0.07530726668970034
276,35,9.980471730232239,1.1740533168631198,3,0.0777963373699464
277,35,9.99011904001236,1.4167780627485753,3,0.0791712583384927
278,35,9.973968118429184,1.085131117181039,3,0.07690302955082506
279,35,9.95237335562706,1.3287724690171927,3,0.07797996970574816
280,35,9.991184175014496,1.0160787623693348,3,0.07660717277733808
281,36,9.982588440179825,1.323627304214877,3,0.07868391416613929
282,36,9.995928704738617,1.3658879880136998,3,0.07916598709254496
283,36,9.985169470310211,1.135215814552492,3,0.07761580690983161
284,36,9.991225749254227,1.287655904188496,3,0.07873623160595788
285,36,9.982091039419174,1.5916784623666944,3,0.07916206927461067
286,36,9.992574155330658,1.2505415087130727,3,0.07857516719660396
287,36,9.96785581111908,1.2436998270745308,3,0.07793691903859656
288,36,9.971834868192673,1.3261655255962284,3,0.07843426821707955
289,37,9.977006316184998,1.360361013296476,3,0.07868620657531067
290,37,9.990540742874146,1.6171793949080409,3,0.07935291557599689
291,37,9.994371682405472,1.045774548129791,3,0.07700883653797663
292,37,9.994784742593765,1.4075299862024904,3,0.0792625078798328
293,37,9.968809485435486,1.2422742660729647,3,0.07795178731955033
294,37,9.953363239765167,1.2336079861946674,3,0.07753304057757227
295,37,9.976650476455688,1.251297825655845,3,0.0781912534177136
296,37,9.995366483926773,1.2729336584161164,3,0.0787641031570141
297,38,9.995651543140411,1.4393728207536938,3,0.07935862717172903
298,38,9.984496980905533,1.1445968410934688,3,0.07767470369348684
299,38,9.991406351327896,1.3441222013147593,3,0.07898136396972855
300,38,9.980743825435638,1.6300405280054482,3,0.0791025572964037
301,38,9.992487579584122,1.8762191649553837,3,0.07865354298248417
302,38,9.977734684944153,1.4536608256272645,3,0.07895007970784396
303,38,9.974636435508728,1.363320555084175,3,0.07863830558479967
304,38,9.974678754806519,1.352782301827097,3,0.07860478071960086
305,39,9.99701052904129,1.1608365893427552,3,0.07810439442275241
306,39,9.969499856233597,1.437962801793784,3,0.07872008113004414
307,39,9.9945268034935,1.3817197108561279,3,0.07918296646217038
308,39,9.987163692712784,1.4733829274751484,3,0.07921294910189802
309,39,9.98256653547287,1.492860850740865,3,0.07912847965209058
310,39,9.9830462038517,1.083246410563311,3,0.07710612793738703
311,39,9.989383816719055,1.49057579611035,3,0.07929204369404408
312,39,9.977459758520126,1.3777008759401144,3,0.07875369017976075
313,40,9.997075647115707,1.360101105419138,3,0.0791748912242134
314,40,9.986875206232071,1.3374482988247007,3,0.078845632624438
315,40,9.985182583332062,1.417461538074428,3,0.07905251283855996
316,40,9.994158148765564,1.5222929835537047,3,0.07943963858058312
317,40,9.981785267591476,1.3940286333409488,3,0.07890906242057927
