step,episode,A,phi,n,reward
307,39,9.979676455259323,1.748001440867597,2,0.07092524641719544
308,39,9.99205619096756,1.7787613883477302,2,0.07084194313835268
309,39,9.988148659467697,1.784019841525975,2,0.07067522465813925
310,39,9.982360750436783,1.7784315412829386,2,0.07061404912134894
311,39,9.97295543551445,1.7347782531010019,2,0.07091306661273311
312,39,9.949319064617157,1.7137988375338198,2,0.07056982655563426
313,40,9.970899671316147,1.6520121063162,2,0.07150919891253449
314,40,9.971806704998016,1.682462898244831,2,0.07134543650378267
315,40,9.984084963798523,1.8024938987035009,2,0.07030936966680934
316,40,9.943142235279083,1.7332922092144356,2,0.07023701504462632
317,40,9.981121271848679,1.7750779244751693,2,0.07062968535680714
318,40,9.96815174818039,1.7367222254558892,2,0.0707788188328482
319,40,9.98676672577858,1.777885978170097,2,0.07072681435963402
320,40,9.989607483148575,1.8414640701287495,2,0.06979972714604532
321,41,9.993655234575272,1.7310710080321716,2,0.07144575200680392
322,41,9.978574514389038,1.7748842107150065,2,0.07057201892043774
323,41,9.993525594472885,1.790985297737226,2,0.0707039360782793
324,41,9.993575066328049,1.8203636887915673,2,0.07025558101683327
325,41,9.990016520023346,1.6395575005975396,2,0.07202535927460496
326,41,9.9755859375,1.7160613281159058,2,0.07116169921571269
327,41,9.982692003250122,1.679904359857218,2,0.07162166130162761
328,41,9.982597678899765,1.7089399833543064,2,0.07139078487845008
329,42,9.991096705198288,1.796257607675502,2,0.07056945128598313
330,42,9.984873980283737,1.7930723317767576,2,0.07046639038919955
331,42,9.93667647242546,1.8202281172474803,2,0.06892929906607903
332,42,9.987712949514389,1.8010030798523293,2,0.07041832953915983
333,42,9.977685511112213,1.7097243883241684,2,0.07126688664051883
334,42,9.988376498222351,1.7279908749815003,2,0.07135037426234825
335,42,9.989490658044815,1.7713166567675696,2,0.07087916067058209
336,42,9.985048770904541,1.7383815724695997,2,0.07116089600698605
337,43,9.97628003358841,1.7745430348126219,2,0.07052231873455383
338,43,9.98833492398262,1.7654892337872417,2,0.07092583894822324
339,43,9.97761845588684,1.8128210236236202,2,0.06999578249581728
340,43,9.980452060699463,1.784039222264667,2,0.07049141494961075
341,43,9.988851100206375,1.7122745003036546,2,0.0715115427019335
342,43,9.988234043121338,1.6871701707048163,2,0.07170223893774197
343,43,9.989428669214249,1.740599309461856,2,0.07124137488792948
344,43,9.992762953042984,1.7498149911500307,2,0.07121782507140995
345,44,9.98362883925438,1.7348922904909865,2,0.07116455653200271
346,44,9.981699287891388,1.670872467492968,2,0.0716570551550264
347,44,9.988933950662613,1.8326797269099178,2,0.06993600269878142
